rcid,country,vote
3655,Japan,1
3655,India,1
3655,Pakistan,1
3655,Bangladesh,1
3655,Sri Lanka,1
3655,Nepal,1
3655,Thailand,1
3655,Malaysia,2
3655,Singapore,1
3655,Philippines,2
3655,Indonesia,2
3655,Australia,1
3655,New Zealand,1
3660,USA,3
3660,Canada,3
3660,Bahamas,1
3660,Cuba,1
3660,Jamaica,1
3660,Trinidad and Tobago,1
3660,Mexico,1
3660,Costa Rica,1
3660,Panama,2
3660,Colombia,1
3660,Venezuela,1
3660,Guyana,1
3660,Ecuador,1
3660,Peru,1
3660,Brazil,1
3660,Bolivia,1
3660,Chile,1
3660,Argentina,2
3660,UK,3
3660,Ireland,3
3660,Netherlands,3
3660,Belgium,3
3660,Luxembourg,3
3660,France,3
3660,Spain,2
3660,Portugal,3
3660,Poland,3
3660,Austria,3
3660,Hungary,3
3660,Italy,3
3660,Greece,2
3660,Cyprus,1
3660,Bulgaria,3
3660,Russian Federation,2
3660,Ukraine,2
3660,Belarus,2
3660,Finland,3
3660,Sweden,3
3660,Norway,3
3660,Denmark,3
3660,Iceland,3
3660,Mali,1
3660,Burkina Faso,1
3660,Ghana,1
3660,Togo,1
3660,Kenya,1
3660,Tanzania,1
3660,Ethiopia,1
3660,Zambia,1
3660,Botswana,1
3660,Algeria,1
3660,Libya,1
3660,Egypt,1
3660,Syrian Arab Republic,1
3660,Jordan,1
3660,Israel,3
3660,Kuwait,1
3660,China,1
3660,Japan,3
3660,India,1
3660,Pakistan,1
3660,Bangladesh,1
3660,Sri Lanka,1
3660,Nepal,1
3660,Thailand,1
3660,Malaysia,1
3660,Singapore,1
3660,Brunei Darussalam,1
3660,Philippines,1
3660,Indonesia,1
3660,Australia,3
3660,New Zealand,3
3663,USA,1
3663,Canada,1
3663,Bahamas,2
3663,Cuba,2
3663,Jamaica,2
3663,Trinidad and Tobago,1
3663,Mexico,2
3663,Costa Rica,1
3663,Panama,1
3663,Colombia,1
3663,Guyana,2
3663,Ecuador,1
3663,Peru,1
3663,Brazil,2
3663,Bolivia,1
3663,Paraguay,1
3663,Chile,1
3663,Argentina,1
3663,Uruguay,1
3663,UK,1
3663,Ireland,1
3663,Netherlands,1
3663,Belgium,1
3663,Luxembourg,1
3663,France,1
3663,Spain,1
3663,Portugal,1
3663,Poland,1
3663,Austria,1
3663,Hungary,1
3663,Italy,1
3663,Malta,1
3663,Greece,1
3663,Cyprus,1
3663,Bulgaria,1
3663,Russian Federation,1
3663,Ukraine,1
3663,Belarus,1
3663,Finland,1
3663,Sweden,1
3663,Norway,1
3663,Denmark,1
3663,Iceland,1
3663,Mali,1
3663,Burkina Faso,1
3663,Ghana,2
3663,Togo,2
3663,Nigeria,1
3663,Kenya,3
3663,Tanzania,3
3663,Zambia,3
3663,Botswana,2
3663,Algeria,1
3663,Libya,1
3663,Sudan,1
3663,Egypt,1
3663,Jordan,1
3663,Israel,1
3663,Kuwait,1
3663,China,2
3663,Japan,1
3663,India,2
3663,Pakistan,1
3663,Bangladesh,1
3663,Sri Lanka,2
3663,Nepal,1
3663,Thailand,1
3663,Malaysia,1
3663,Singapore,1
3663,Brunei Darussalam,1
3663,Philippines,1
3663,Indonesia,1
3663,Australia,1
3663,New Zealand,1
3664,USA,1
3664,Canada,1
3664,Cuba,2
3664,Jamaica,1
3664,Mexico,1
3664,Costa Rica,1
3664,Panama,1
3664,Colombia,1
3664,Venezuela,1
3664,Guyana,1
3664,Ecuador,1
3664,Peru,1
3664,Brazil,1
3664,Bolivia,1
3664,Chile,1
3664,Argentina,1
3664,Uruguay,1
3664,UK,1
3664,Ireland,1
3664,Netherlands,1
3664,Belgium,1
3664,Luxembourg,1
3664,France,1
3664,Spain,1
3664,Portugal,1
3664,Poland,1
3664,Austria,1
3664,Hungary,1
3664,Italy,1
3664,Malta,1
3664,Greece,1
3664,Cyprus,1
3664,Bulgaria,1
3664,Russian Federation,1
3664,Ukraine,1
3664,Belarus,1
3664,Finland,1
3664,Sweden,1
3664,Norway,1
3664,Denmark,1
3664,Iceland,1
3664,Mali,1
3664,Burkina Faso,1
3664,Ghana,1
3664,Togo,1
3664,Nigeria,1
3664,Kenya,1
3664,Tanzania,1
3664,Ethiopia,1
3664,Zambia,1
3664,Botswana,1
3664,Algeria,1
3664,Libya,1
3664,Sudan,2
3664,Egypt,1
3664,Syrian Arab Republic,1
3664,Jordan,2
3664,Israel,1
3664,Kuwait,1
3664,China,1
3664,Japan,1
3664,India,1
3664,Pakistan,1
3664,Bangladesh,1
3664,Sri Lanka,1
3664,Nepal,1
3664,Thailand,1
3664,Malaysia,1
3664,Singapore,1
3664,Brunei Darussalam,1
3664,Philippines,1
3664,Indonesia,1
3664,Australia,1
3664,New Zealand,1
3670,USA,3
3670,Canada,1
3670,Bahamas,2
3670,Cuba,1
3670,Jamaica,1
3670,Trinidad and Tobago,2
3670,Mexico,1
3670,Costa Rica,2
3670,Panama,2
3670,Colombia,1
3670,Venezuela,1
3670,Guyana,2
3670,Ecuador,1
3670,Peru,2
3670,Brazil,1
3670,Bolivia,2
3670,Paraguay,2
3670,Chile,1
3670,Argentina,2
3670,Uruguay,1
3670,UK,2
3670,Ireland,2
3670,Netherlands,2
3670,Belgium,2
3670,Luxembourg,2
3670,France,1
3670,Spain,1
3670,Portugal,2
3670,Poland,2
3670,Austria,2
3670,Hungary,2
3670,Italy,2
3670,Malta,1
3670,Greece,2
3670,Bulgaria,2
3670,Russian Federation,2
3670,Ukraine,1
3670,Belarus,2
3670,Finland,2
3670,Sweden,2
3670,Norway,2
3670,Denmark,2
3670,Iceland,2
3670,Mali,1
3670,Burkina Faso,1
3670,Ghana,1
3670,Nigeria,1
3670,Kenya,1
3670,Tanzania,1
3670,Ethiopia,2
3670,Zambia,1
3670,Algeria,1
3670,Libya,1
3670,Sudan,1
3670,Syrian Arab Republic,1
3670,Jordan,2
3670,Israel,3
3670,Kuwait,2
3670,China,1
3670,Japan,2
3670,India,1
3670,Pakistan,1
3670,Bangladesh,2
3670,Sri Lanka,2
3670,Nepal,2
3670,Thailand,2
3670,Malaysia,1
3670,Singapore,2
3670,Brunei Darussalam,2
3670,Philippines,2
3670,Indonesia,1
3670,Australia,2
3670,New Zealand,1
3676,USA,3
3676,Canada,1
3676,Bahamas,1
3676,Cuba,1
3676,Jamaica,1
3676,Trinidad and Tobago,1
3676,Mexico,1
3676,Costa Rica,1
3676,Panama,1
3676,Colombia,1
3676,Venezuela,1
3676,Guyana,1
3676,Ecuador,1
3676,Peru,1
3676,Brazil,1
3676,Bolivia,1
3676,Paraguay,1
3676,Chile,1
3676,Argentina,1
3676,Uruguay,1
3676,UK,2
3676,Ireland,1
3676,Netherlands,1
3676,Belgium,1
3676,Luxembourg,1
3676,France,2
3676,Spain,1
3676,Portugal,1
3676,Poland,1
3676,Austria,1
3676,Hungary,1
3676,Italy,1
3676,Malta,1
3676,Greece,1
3676,Cyprus,1
3676,Bulgaria,1
3676,Russian Federation,1
3676,Ukraine,1
3676,Belarus,1
3676,Finland,1
3676,Sweden,1
3676,Norway,1
3676,Denmark,1
3676,Iceland,1
3676,Mali,1
3676,Burkina Faso,1
3676,Ghana,1
3676,Togo,1
3676,Nigeria,1
3676,Kenya,1
3676,Tanzania,1
3676,Ethiopia,1
3676,Zambia,1
3676,Botswana,1
3676,Algeria,1
3676,Libya,1
3676,Sudan,1
3676,Egypt,1
3676,Syrian Arab Republic,1
3676,Jordan,1
3676,Israel,2
3676,Kuwait,1
3676,China,2
3676,Japan,1
3676,India,1
3676,Pakistan,1
3676,Bangladesh,1
3676,Sri Lanka,1
3676,Nepal,1
3676,Thailand,1
3676,Malaysia,1
3676,Singapore,1
3676,Brunei Darussalam,1
3676,Philippines,1
3676,Indonesia,1
3676,Australia,1
3676,New Zealand,1
3691,USA,1
3691,Canada,1
3691,Bahamas,2
3691,Cuba,2
3691,Jamaica,2
3691,Trinidad and Tobago,2
3691,Mexico,2
3691,Costa Rica,1
3691,Panama,1
3691,Colombia,2
3691,Venezuela,2
3691,Guyana,2
3691,Ecuador,2
3691,Peru,2
3691,Brazil,2
3691,Bolivia,1
3691,Paraguay,2
3691,Chile,2
3691,Argentina,1
3691,Uruguay,1
3691,UK,1
3691,Ireland,1
3691,Netherlands,1
3691,Belgium,1
3691,Luxembourg,1
3691,France,1
3691,Spain,1
3691,Portugal,1
3691,Poland,1
3691,Austria,1
3691,Hungary,1
3691,Italy,1
3691,Malta,1
3691,Greece,1
3691,Cyprus,2
3691,Bulgaria,1
3691,Russian Federation,1
3691,Ukraine,1
3691,Belarus,1
3691,Finland,1
3691,Sweden,1
3691,Norway,1
3691,Denmark,1
3691,Iceland,1
3691,Mali,1
3691,Burkina Faso,1
3691,Ghana,2
3691,Togo,2
3691,Nigeria,2
3691,Kenya,2
3691,Tanzania,2
3691,Ethiopia,2
3691,Zambia,2
3691,Botswana,2
3691,Algeria,2
3691,Libya,2
3691,Sudan,2
3691,Egypt,2
3691,Syrian Arab Republic,2
3691,Jordan,1
3691,Israel,1
3691,Kuwait,1
3691,Japan,1
3691,India,2
3691,Pakistan,2
3691,Bangladesh,2
3691,Sri Lanka,2
3691,Thailand,2
3691,Malaysia,2
3691,Singapore,2
3691,Brunei Darussalam,2
3691,Philippines,2
3691,Indonesia,2
3691,Australia,1
3691,New Zealand,1
3692,USA,3
3692,Canada,2
3692,Bahamas,2
3692,Cuba,1
3692,Jamaica,2
3692,Mexico,2
3692,Panama,2
3692,Colombia,2
3692,Venezuela,2
3692,Guyana,1
3692,Ecuador,2
3692,Peru,2
3692,Brazil,2
3692,Paraguay,2
3692,Chile,2
3692,Argentina,2
3692,Uruguay,2
3692,UK,2
3692,Ireland,2
3692,Netherlands,2
3692,Belgium,2
3692,Luxembourg,2
3692,France,2
3692,Spain,2
3692,Portugal,2
3692,Poland,2
3692,Austria,2
3692,Hungary,2
3692,Italy,2
3692,Malta,2
3692,Greece,2
3692,Cyprus,1
3692,Bulgaria,2
3692,Russian Federation,2
3692,Ukraine,2
3692,Belarus,2
3692,Finland,2
3692,Sweden,2
3692,Norway,2
3692,Denmark,2
3692,Iceland,2
3692,Burkina Faso,1
3692,Ghana,1
3692,Togo,1
3692,Nigeria,1
3692,Kenya,2
3692,Tanzania,1
3692,Ethiopia,1
3692,Botswana,1
3692,Algeria,1
3692,Libya,1
3692,Sudan,1
3692,Egypt,1
3692,Syrian Arab Republic,1
3692,Jordan,1
3692,Israel,3
3692,Kuwait,1
3692,China,1
3692,Japan,2
3692,India,1
3692,Pakistan,1
3692,Bangladesh,1
3692,Sri Lanka,1
3692,Nepal,1
3692,Thailand,2
3692,Malaysia,1
3692,Singapore,2
3692,Brunei Darussalam,1
3692,Philippines,1
3692,Indonesia,1
3692,Australia,2
3692,New Zealand,2
3697,USA,3
3697,Canada,2
3697,Bahamas,2
3697,Cuba,1
3697,Jamaica,1
3697,Mexico,1
3697,Costa Rica,2
3697,Panama,2
3697,Colombia,1
3697,Venezuela,1
3697,Guyana,1
3697,Ecuador,1
3697,Peru,1
3697,Brazil,1
3697,Bolivia,2
3697,Paraguay,1
3697,Chile,1
3697,Argentina,2
3697,Uruguay,2
3697,UK,2
3697,Ireland,2
3697,Netherlands,2
3697,Belgium,2
3697,Luxembourg,2
3697,France,2
3697,Spain,2
3697,Portugal,2
3697,Poland,2
3697,Austria,2
3697,Hungary,2
3697,Italy,2
3697,Malta,1
3697,Greece,2
3697,Cyprus,1
3697,Bulgaria,2
3697,Russian Federation,2
3697,Ukraine,2
3697,Belarus,2
3697,Finland,2
3697,Sweden,2
3697,Norway,2
3697,Denmark,2
3697,Iceland,2
3697,Mali,1
3697,Burkina Faso,1
3697,Ghana,1
3697,Togo,1
3697,Nigeria,1
3697,Kenya,1
3697,Tanzania,1
3697,Ethiopia,1
3697,Zambia,1
3697,Botswana,1
3697,Algeria,1
3697,Libya,1
3697,Sudan,1
3697,Egypt,1
3697,Syrian Arab Republic,1
3697,Jordan,1
3697,Israel,3
3697,Kuwait,1
3697,China,1
3697,Japan,2
3697,India,1
3697,Pakistan,1
3697,Bangladesh,1
3697,Sri Lanka,1
3697,Nepal,1
3697,Thailand,1
3697,Malaysia,1
3697,Singapore,1
3697,Brunei Darussalam,1
3697,Philippines,1
3697,Indonesia,1
3697,Australia,2
3697,New Zealand,2
3700,USA,1
3700,Canada,1
3700,Cuba,1
3700,Jamaica,1
3700,Trinidad and Tobago,1
3700,Mexico,1
3700,Costa Rica,1
3700,Panama,1
3700,Colombia,1
3700,Venezuela,1
3700,Guyana,1
3700,Ecuador,1
3700,Peru,1
3700,Brazil,1
3700,Bolivia,1
3700,Paraguay,1
3700,Chile,1
3700,Argentina,1
3700,Uruguay,1
3700,UK,1
3700,Ireland,1
3700,Netherlands,1
3700,Belgium,1
3700,Luxembourg,1
3700,France,1
3700,Spain,1
3700,Portugal,1
3700,Poland,1
3700,Austria,1
3700,Hungary,1
3700,Italy,1
3700,Malta,1
3700,Greece,1
3700,Cyprus,1
3700,Bulgaria,1
3700,Russian Federation,1
3700,Ukraine,1
3700,Belarus,1
3700,Finland,1
3700,Sweden,1
3700,Norway,1
3700,Denmark,1
3700,Iceland,1
3700,Mali,1
3700,Burkina Faso,1
3700,Togo,1
3700,Nigeria,1
3700,Ethiopia,1
3700,Zambia,1
3700,Botswana,1
3700,Algeria,1
3700,Libya,1
3700,Sudan,1
3700,Egypt,1
3700,Syrian Arab Republic,1
3700,Jordan,1
3700,Israel,2
3700,Kuwait,1
3700,China,1
3700,Japan,1
3700,India,1
3700,Pakistan,1
3700,Bangladesh,1
3700,Sri Lanka,1
3700,Nepal,1
3700,Thailand,1
3700,Malaysia,1
3700,Singapore,1
3700,Brunei Darussalam,1
3700,Philippines,1
3700,Indonesia,1
3700,Australia,1
3700,New Zealand,1
3709,USA,3
3709,Canada,2
3709,Cuba,1
3709,Jamaica,2
3709,Trinidad and Tobago,1
3709,Mexico,1
3709,Costa Rica,2
3709,Panama,2
3709,Colombia,1
3709,Venezuela,1
3709,Guyana,1
3709,Ecuador,1
3709,Peru,1
3709,Brazil,1
3709,Bolivia,2
3709,Paraguay,2
3709,Chile,1
3709,Argentina,2
3709,Uruguay,3
3709,UK,2
3709,Ireland,2
3709,Netherlands,2
3709,Belgium,2
3709,Luxembourg,2
3709,France,2
3709,Spain,2
3709,Portugal,2
3709,Poland,2
3709,Austria,2
3709,Hungary,2
3709,Italy,2
3709,Malta,2
3709,Greece,2
3709,Cyprus,1
3709,Bulgaria,2
3709,Russian Federation,2
3709,Ukraine,1
3709,Belarus,2
3709,Finland,2
3709,Sweden,2
3709,Norway,2
3709,Denmark,2
3709,Iceland,2
3709,Mali,1
3709,Burkina Faso,1
3709,Togo,1
3709,Nigeria,1
3709,Ethiopia,1
3709,Zambia,1
3709,Botswana,1
3709,Algeria,1
3709,Libya,1
3709,Sudan,1
3709,Egypt,1
3709,Syrian Arab Republic,1
3709,Jordan,1
3709,Israel,3
3709,Kuwait,1
3709,China,1
3709,Japan,2
3709,India,1
3709,Pakistan,1
3709,Bangladesh,1
3709,Sri Lanka,1
3709,Nepal,1
3709,Thailand,1
3709,Malaysia,1
3709,Singapore,1
3709,Brunei Darussalam,1
3709,Philippines,1
3709,Indonesia,1
3709,Australia,2
3709,New Zealand,2
3725,USA,1
3725,Canada,2
3725,Bahamas,1
3725,Cuba,2
3725,Jamaica,1
3725,Trinidad and Tobago,1
3725,Mexico,2
3725,Costa Rica,1
3725,Panama,1
3725,Colombia,1
3725,Venezuela,1
3725,Guyana,1
3725,Ecuador,1
3725,Peru,1
3725,Brazil,2
3725,Bolivia,1
3725,Paraguay,1
3725,Chile,1
3725,Argentina,2
3725,Uruguay,2
3725,UK,2
3725,Ireland,2
3725,Netherlands,2
3725,Belgium,2
3725,Luxembourg,2
3725,France,2
3725,Spain,2
3725,Portugal,2
3725,Poland,2
3725,Austria,1
3725,Hungary,1
3725,Italy,2
3725,Malta,1
3725,Greece,2
3725,Cyprus,1
3725,Bulgaria,2
3725,Russian Federation,2
3725,Ukraine,2
3725,Belarus,2
3725,Finland,2
3725,Sweden,2
3725,Norway,2
3725,Denmark,2
3725,Iceland,2
3725,Mali,1
3725,Burkina Faso,1
3725,Ghana,2
3725,Togo,2
3725,Nigeria,1
3725,Kenya,2
3725,Tanzania,1
3725,Zambia,2
3725,Botswana,1
3725,Algeria,1
3725,Libya,1
3725,Sudan,1
3725,Egypt,1
3725,Syrian Arab Republic,1
3725,Jordan,1
3725,Israel,2
3725,Kuwait,1
3725,China,2
3725,Japan,2
3725,India,2
3725,Pakistan,1
3725,Bangladesh,1
3725,Sri Lanka,1
3725,Nepal,1
3725,Thailand,1
3725,Malaysia,1
3725,Singapore,1
3725,Brunei Darussalam,1
3725,Philippines,1
3725,Indonesia,1
3725,Australia,1
3725,New Zealand,2
3728,USA,1
3728,Canada,1
3728,Bahamas,1
3728,Cuba,2
3728,Jamaica,1
3728,Trinidad and Tobago,1
3728,Mexico,2
3728,Costa Rica,1
3728,Panama,1
3728,Colombia,2
3728,Venezuela,1
3728,Guyana,1
3728,Ecuador,1
3728,Peru,1
3728,Brazil,1
3728,Bolivia,1
3728,Paraguay,1
3728,Chile,1
3728,Argentina,1
3728,Uruguay,1
3728,UK,1
3728,Ireland,1
3728,Netherlands,1
3728,Belgium,1
3728,Luxembourg,1
3728,France,2
3728,Spain,1
3728,Portugal,1
3728,Poland,1
3728,Austria,1
3728,Hungary,1
3728,Italy,1
3728,Malta,1
3728,Greece,1
3728,Cyprus,1
3728,Bulgaria,1
3728,Russian Federation,1
3728,Ukraine,1
3728,Belarus,1
3728,Finland,1
3728,Sweden,1
3728,Norway,1
3728,Denmark,1
3728,Iceland,1
3728,Mali,1
3728,Burkina Faso,1
3728,Ghana,1
3728,Togo,1
3728,Nigeria,1
3728,Kenya,1
3728,Tanzania,2
3728,Ethiopia,1
3728,Zambia,1
3728,Botswana,1
3728,Algeria,1
3728,Sudan,2
3728,Egypt,1
3728,Syrian Arab Republic,2
3728,Jordan,1
3728,Israel,1
3728,Kuwait,1
3728,China,2
3728,Japan,2
3728,India,1
3728,Pakistan,1
3728,Bangladesh,1
3728,Sri Lanka,1
3728,Nepal,1
3728,Thailand,1
3728,Malaysia,2
3728,Singapore,1
3728,Philippines,2
3728,Indonesia,1
3728,Australia,1
3728,New Zealand,1
3729,USA,1
3729,Canada,1
3729,Bahamas,2
3729,Cuba,3
3729,Jamaica,2
3729,Trinidad and Tobago,2
3729,Mexico,2
3729,Costa Rica,1
3729,Panama,1
3729,Colombia,2
3729,Venezuela,2
3729,Guyana,2
3729,Ecuador,2
3729,Peru,2
3729,Brazil,2
3729,Bolivia,2
3729,Paraguay,1
3729,Chile,1
3729,Argentina,1
3729,Uruguay,1
3729,UK,1
3729,Ireland,1
3729,Netherlands,1
3729,Belgium,1
3729,Luxembourg,1
3729,France,1
3729,Spain,1
3729,Portugal,1
3729,Poland,1
3729,Austria,1
3729,Hungary,1
3729,Italy,1
3729,Malta,1
3729,Greece,1
3729,Cyprus,2
3729,Bulgaria,1
3729,Russian Federation,1
3729,Ukraine,1
3729,Belarus,2
3729,Finland,1
3729,Sweden,1
3729,Norway,1
3729,Denmark,1
3729,Iceland,1
3729,Mali,1
3729,Burkina Faso,2
3729,Ghana,3
3729,Togo,2
3729,Nigeria,2
3729,Kenya,1
3729,Tanzania,3
3729,Ethiopia,2
3729,Zambia,3
3729,Botswana,2
3729,Algeria,2
3729,Libya,3
3729,Sudan,3
3729,Egypt,2
3729,Syrian Arab Republic,3
3729,Jordan,2
3729,Israel,1
3729,Kuwait,1
3729,China,3
3729,Japan,1
3729,India,2
3729,Pakistan,2
3729,Bangladesh,2
3729,Sri Lanka,2
3729,Nepal,1
3729,Thailand,2
3729,Malaysia,2
3729,Singapore,1
3729,Brunei Darussalam,2
3729,Philippines,2
3729,Indonesia,2
3729,Australia,1
3729,New Zealand,1
3730,USA,1
3730,Canada,1
3730,Bahamas,2
3730,Cuba,3
3730,Jamaica,2
3730,Trinidad and Tobago,1
3730,Mexico,1
3730,Costa Rica,1
3730,Panama,1
3730,Colombia,2
3730,Venezuela,1
3730,Guyana,2
3730,Ecuador,1
3730,Peru,1
3730,Brazil,1
3730,Bolivia,1
3730,Paraguay,1
3730,Chile,1
3730,Argentina,1
3730,Uruguay,1
3730,UK,1
3730,Ireland,1
3730,Netherlands,1
3730,Belgium,1
3730,Luxembourg,1
3730,France,1
3730,Spain,1
3730,Portugal,1
3730,Poland,1
3730,Austria,1
3730,Hungary,1
3730,Italy,1
3730,Malta,1
3730,Greece,1
3730,Cyprus,1
3730,Bulgaria,1
3730,Russian Federation,1
3730,Ukraine,1
3730,Belarus,1
3730,Finland,1
3730,Sweden,1
3730,Norway,1
3730,Denmark,1
3730,Iceland,1
3730,Mali,1
3730,Ghana,1
3730,Togo,1
3730,Nigeria,2
3730,Kenya,1
3730,Tanzania,1
3730,Zambia,1
3730,Botswana,1
3730,Algeria,1
3730,Libya,3
3730,Sudan,3
3730,Syrian Arab Republic,3
3730,Jordan,2
3730,Israel,1
3730,Kuwait,1
3730,China,3
3730,Japan,1
3730,India,1
3730,Pakistan,2
3730,Bangladesh,2
3730,Sri Lanka,2
3730,Nepal,1
3730,Thailand,2
3730,Malaysia,2
3730,Singapore,1
3730,Brunei Darussalam,2
3730,Philippines,2
3730,Indonesia,2
3730,Australia,1
3730,New Zealand,1
3731,USA,1
3731,Canada,1
3731,Bahamas,1
3731,Cuba,2
3731,Jamaica,1
3731,Trinidad and Tobago,1
3731,Mexico,1
3731,Costa Rica,1
3731,Panama,1
3731,Colombia,1
3731,Venezuela,1
3731,Guyana,1
3731,Ecuador,1
3731,Peru,1
3731,Brazil,1
3731,Bolivia,1
3731,Paraguay,1
3731,Chile,1
3731,Argentina,1
3731,Uruguay,1
3731,UK,1
3731,Ireland,1
3731,Netherlands,1
3731,Belgium,1
3731,Luxembourg,1
3731,France,1
3731,Spain,1
3731,Portugal,1
3731,Poland,1
3731,Austria,1
3731,Hungary,1
3731,Italy,1
3731,Malta,1
3731,Greece,1
3731,Cyprus,1
3731,Bulgaria,1
3731,Russian Federation,1
3731,Ukraine,1
3731,Belarus,1
3731,Finland,1
3731,Sweden,1
3731,Norway,1
3731,Denmark,1
3731,Iceland,1
3731,Mali,1
3731,Burkina Faso,1
3731,Ghana,1
3731,Togo,1
3731,Nigeria,1
3731,Kenya,1
3731,Tanzania,2
3731,Ethiopia,1
3731,Zambia,1
3731,Botswana,1
3731,Algeria,2
3731,Libya,2
3731,Sudan,3
3731,Egypt,1
3731,Syrian Arab Republic,1
3731,Jordan,2
3731,Israel,1
3731,Kuwait,1
3731,China,2
3731,Japan,1
3731,India,2
3731,Pakistan,2
3731,Bangladesh,2
3731,Sri Lanka,2
3731,Nepal,1
3731,Thailand,1
3731,Malaysia,2
3731,Singapore,1
3731,Brunei Darussalam,2
3731,Philippines,2
3731,Indonesia,2
3731,Australia,1
3731,New Zealand,1
3732,USA,1
3732,Canada,1
3732,Bahamas,1
3732,Cuba,3
3732,Jamaica,1
3732,Trinidad and Tobago,1
3732,Mexico,1
3732,Costa Rica,1
3732,Panama,1
3732,Colombia,2
3732,Venezuela,1
3732,Guyana,2
3732,Ecuador,1
3732,Peru,1
3732,Brazil,1
3732,Bolivia,1
3732,Paraguay,1
3732,Chile,1
3732,UK,1
3732,Ireland,1
3732,Netherlands,1
3732,Belgium,1
3732,Luxembourg,1
3732,France,1
3732,Spain,1
3732,Portugal,1
3732,Austria,1
3732,Hungary,1
3732,Italy,1
3732,Malta,1
3732,Greece,1
3732,Cyprus,2
3732,Russian Federation,1
3732,Ukraine,1
3732,Belarus,1
3732,Finland,1
3732,Sweden,1
3732,Norway,1
3732,Denmark,1
3732,Iceland,1
3732,Mali,1
3732,Burkina Faso,2
3732,Ghana,2
3732,Togo,1
3732,Nigeria,2
3732,Kenya,1
3732,Tanzania,2
3732,Ethiopia,2
3732,Botswana,1
3732,Algeria,1
3732,Libya,3
3732,Sudan,3
3732,Egypt,1
3732,Syrian Arab Republic,3
3732,Jordan,2
3732,Israel,1
3732,China,3
3732,Japan,1
3732,India,2
3732,Pakistan,3
3732,Bangladesh,3
3732,Sri Lanka,3
3732,Nepal,1
3732,Thailand,2
3732,Malaysia,3
3732,Singapore,1
3732,Brunei Darussalam,2
3732,Philippines,2
3732,Indonesia,3
3732,Australia,1
3732,New Zealand,1
3736,USA,3
3736,Canada,1
3736,Bahamas,1
3736,Cuba,1
3736,Jamaica,1
3736,Trinidad and Tobago,1
3736,Mexico,1
3736,Costa Rica,1
3736,Panama,1
3736,Colombia,1
3736,Venezuela,1
3736,Guyana,1
3736,Ecuador,1
3736,Peru,1
3736,Brazil,1
3736,Bolivia,1
3736,Paraguay,1
3736,Chile,1
3736,Argentina,1
3736,Uruguay,1
3736,UK,1
3736,Ireland,1
3736,Netherlands,1
3736,Belgium,1
3736,Luxembourg,1
3736,France,1
3736,Spain,1
3736,Portugal,1
3736,Poland,1
3736,Austria,1
3736,Hungary,1
3736,Italy,1
3736,Malta,1
3736,Greece,1
3736,Cyprus,1
3736,Bulgaria,1
3736,Russian Federation,1
3736,Ukraine,1
3736,Belarus,1
3736,Finland,1
3736,Sweden,1
3736,Norway,1
3736,Denmark,1
3736,Iceland,1
3736,Mali,1
3736,Burkina Faso,1
3736,Ghana,1
3736,Togo,1
3736,Nigeria,1
3736,Kenya,1
3736,Tanzania,1
3736,Ethiopia,1
3736,Zambia,1
3736,Botswana,1
3736,Algeria,1
3736,Libya,1
3736,Sudan,1
3736,Egypt,1
3736,Syrian Arab Republic,1
3736,Jordan,1
3736,Israel,1
3736,Kuwait,1
3736,China,1
3736,Japan,1
3736,India,1
3736,Pakistan,1
3736,Bangladesh,1
3736,Sri Lanka,1
3736,Nepal,1
3736,Thailand,1
3736,Malaysia,1
3736,Singapore,1
3736,Brunei Darussalam,1
3736,Philippines,1
3736,Indonesia,1
3736,Australia,1
3736,New Zealand,1
3739,USA,1
3739,Canada,1
3739,Bahamas,1
3739,Cuba,2
3739,Jamaica,1
3739,Mexico,1
3739,Costa Rica,1
3739,Panama,1
3739,Colombia,1
3739,Venezuela,1
3739,Guyana,1
3739,Ecuador,1
3739,Peru,1
3739,Brazil,1
3739,Bolivia,1
3739,Paraguay,1
3739,Chile,1
3739,Argentina,1
3739,Uruguay,1
3739,UK,1
3739,Ireland,1
3739,Netherlands,1
3739,Belgium,1
3739,Luxembourg,1
3739,France,1
3739,Spain,1
3739,Portugal,1
3739,Poland,1
3739,Austria,1
3739,Hungary,1
3739,Italy,1
3739,Malta,1
3739,Greece,1
3739,Cyprus,1
3739,Bulgaria,1
3739,Russian Federation,1
3739,Ukraine,1
3739,Belarus,1
3739,Finland,1
3739,Sweden,1
3739,Norway,1
3739,Denmark,1
3739,Iceland,1
3739,Mali,2
3739,Burkina Faso,1
3739,Ghana,2
3739,Togo,1
3739,Nigeria,1
3739,Kenya,1
3739,Tanzania,1
3739,Ethiopia,1
3739,Zambia,1
3739,Botswana,1
3739,Algeria,1
3739,Libya,1
3739,Sudan,1
3739,Egypt,1
3739,Syrian Arab Republic,1
3739,Jordan,1
3739,Israel,1
3739,Kuwait,1
3739,China,2
3739,Japan,1
3739,India,1
3739,Pakistan,1
3739,Bangladesh,1
3739,Sri Lanka,1
3739,Nepal,1
3739,Thailand,1
3739,Malaysia,1
3739,Singapore,1
3739,Brunei Darussalam,1
3739,Philippines,1
3739,Indonesia,1
3739,Australia,1
3739,New Zealand,1
3741,USA,3
3741,Canada,2
3741,Bahamas,1
3741,Cuba,1
3741,Jamaica,1
3741,Trinidad and Tobago,1
3741,Mexico,1
3741,Costa Rica,1
3741,Panama,2
3741,Colombia,1
