audio_file,label,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
pop.00070.au,pop,0.43711722,3141.2231401468234,2999.7850934585076,6823.467072761465,0.13644399731520898,-91.89172,56.674053,13.803421,15.058041,0.8985416,-4.0745716,-0.21969146,0.55413187,-4.6157475,-2.6190922,-2.752318,-3.0834339,1.8026048,-0.9569843,1.3943169,0.91069204,1.0637213,0.90855896,3.3060408,0.236088
pop.00021.au,pop,0.5045247,3502.00701315086,3026.9516669149025,7199.448132588767,0.1870177655766254,-23.261185,53.789402,-0.652524,14.755563,4.8674307,6.72943,4.855431,4.944244,4.261549,3.1155999,2.5526233,2.98606,4.6356683,2.850991,2.178625,1.0694164,-0.46791545,0.38656566,-1.175593,0.5497789
pop.00083.au,pop,0.29815578,2489.4443267545744,2941.8762332810356,5976.730526194853,0.08429578657120743,-104.452156,86.859215,28.7606,26.625732,8.917396,5.670906,7.758617,0.46544588,6.633584,6.569747,0.38136467,2.1561995,-0.013158131,-0.35952598,1.3161824,1.3236938,1.9432153,1.2301697,-0.117954075,0.8422997
pop.00015.au,pop,0.38679954,3207.1786148041806,3125.9049058182077,7019.815885467057,0.14158379994678794,-45.72635,65.275566,12.943754,14.51732,7.0184884,4.40822,6.6134205,3.296133,7.7336965,4.0573483,3.6549733,2.6038036,4.0570965,2.3999474,1.7878025,-2.373341,-1.3447804,-2.8714237,-0.84273887,-2.598198
pop.00044.au,pop,0.45610026,3143.571032145674,3016.4226492338603,6689.351217075029,0.135637501814048,-47.91194,54.158337,-4.0047216,21.513172,13.887326,6.003339,13.755085,1.0682768,6.724316,6.2342544,1.6247383,0.45617393,2.4180603,-5.5945616,0.30742374,-1.0027136,0.6417142,1.2601639,2.0828044,3.0343246
pop.00054.au,pop,0.3903835,3498.3376783149206,3295.496997570114,7664.586986624419,0.13602223115808823,-46.673187,55.87584,26.118155,16.544636,7.105833,-3.3307834,9.25273,-0.87117916,8.314912,7.1514564,-0.53294635,1.7601812,-1.8250642,5.208731,-3.107581,-0.8677013,-3.8647494,-2.3479538,-0.22569022,2.2169528
pop.00005.au,pop,0.32328466,2289.8225244711934,2435.7587190222143,4746.421299039764,0.10678053345104489,-113.61651,90.02957,-5.5358267,25.595575,2.6166122,3.1858084,1.134904,6.138381,2.8026917,-1.8657616,-7.130451,-3.4411607,-5.912328,-4.3431377,-4.946289,-4.376622,-3.3134887,-5.441469,-0.5705595,-2.177704
pop.00093.au,pop,0.4152352,3258.808952581135,3144.2000756100997,7268.706047128967,0.1316624691611842,-20.202509,57.77476,16.780962,18.255865,8.965177,14.9094305,2.6750243,3.7537818,1.115546,1.8466506,-5.98088,-3.6128738,-3.653888,0.90838814,-0.47593534,-0.40229803,-4.6178284,1.9678419,1.570463,0.54452676
pop.00031.au,pop,0.3660295,3111.0321188903245,2992.1831672681155,6745.192546076819,0.15291026206946595,-18.82411,71.32811,-3.7447877,-1.3984766,0.7093517,-1.0487378,-1.0503294,-0.24798693,0.62399036,0.42864263,-1.4895513,-1.0783184,2.4167876,1.2496631,0.97358555,-3.5886636,0.89156634,-0.4966594,0.70836323,1.6711229
pop.00060.au,pop,0.3903835,3498.3376783149206,3295.496997570114,7664.586986624419,0.13602223115808823,-46.673187,55.87584,26.118155,16.544636,7.105833,-3.3307834,9.25273,-0.87117916,8.314912,7.1514564,-0.53294635,1.7601812,-1.8250642,5.208731,-3.107581,-0.8677013,-3.8647494,-2.3479538,-0.22569022,2.2169528
pop.00040.au,pop,0.29224643,1962.3255836729843,2325.3291475489814,3821.2185602808145,0.0958112120259288,-76.89843,113.28575,-6.2214584,19.950335,15.117973,-3.2880924,4.7922225,1.0184542,2.2949936,-0.008487643,-3.7624943,4.2434464,2.2921722,-2.917451,4.5173893,3.4173262,-0.5424002,-0.5575998,0.63749605,-2.0034995
pop.00011.au,pop,0.2257032,2200.4873847499075,2579.6380440871876,4626.722022844911,0.08712532350522446,-240.65076,97.125916,0.41678923,-0.26294953,-10.474952,-15.736809,1.3963449,-17.874142,-9.088578,-8.764898,-14.264685,-5.5087867,-8.373571,-9.316732,-3.1701658,1.7608285,1.5825999,5.623299,4.959948,3.727813
pop.00025.au,pop,0.3303036,2928.600766667062,3201.011322371478,6817.1004445929275,0.10574085719814241,-106.806404,81.01515,47.82405,13.639337,13.004665,6.9011707,7.588069,-2.6303596,-2.4987404,1.8703719,-5.1405563,-2.7423885,-3.669067,-7.882601,-4.804003,-6.3771906,-7.395842,-4.737874,-0.13572787,-2.3337889
pop.00074.au,pop,0.3494008,3419.3684471193815,3368.739507287662,7789.127900209221,0.1308480372000774,-93.61515,59.688927,32.079712,13.124773,13.266124,-6.870564,2.3371778,-7.8963666,2.2858984,4.484694,-4.039845,2.6745555,-3.0856237,-5.751634,-1.5189377,-1.1888473,-3.0512855,-1.0857822,2.389741,4.761807
pop.00087.au,pop,0.35226822,3587.403427876467,3336.23827751608,7946.976945717637,0.1464783281733746,-47.02842,55.77934,27.61931,19.197855,15.188833,3.1749492,5.6256666,1.6106681,4.149258,1.622918,-1.5837679,-3.0033772,-7.63713,-3.8441203,-8.116399,-3.3699906,-2.2702804,4.5055385,1.4376736,-0.38594726
pop.00097.au,pop,0.4669473,3510.0385397133987,3310.2634621117923,7587.279120761174,0.13724822525638544,-125.51095,51.196033,38.514053,14.489194,16.230236,4.6393166,12.304012,1.1709944,1.7251126,9.771327,-2.8214607,2.0816166,0.8571264,-0.5007846,1.3430644,-0.8624547,0.484693,4.130049,1.7508371,8.236011
pop.00064.au,pop,0.34652355,3647.815014494343,2886.664831539905,7112.748656848636,0.205950001814048,-88.42357,34.336124,-11.279711,2.2003312,-4.857834,-6.126403,0.33328673,2.437544,-8.184301,5.6346736,-9.393245,-7.359534,-3.9481394,2.3765564,1.2388613,10.806245,9.386411,5.2913113,-2.9380844,-5.5726013
pop.00035.au,pop,0.41209546,3194.1092437559996,3052.8402189088174,6993.491044649768,0.15937998863196595,24.490849,68.962845,-4.2112775,-1.0293567,5.253344,2.9892423,4.337649,4.283515,6.4191327,3.6285226,0.10814348,-0.008605296,2.0691383,1.5527784,4.000855,2.8179955,2.201693,1.5775793,-0.47141522,0.52710885
pop.00001.au,pop,0.41294134,3702.9878687281407,3431.8058408654438,8073.092849778686,0.14947642039957432,-59.19768,45.251972,36.837734,15.681741,15.643535,1.682025,7.3078804,8.83331,5.848406,8.01832,-2.2576292,1.9094573,-0.9208444,0.03296083,0.08709273,-0.8329024,5.5814548,3.8303087,5.5779977,4.921804
pop.00050.au,pop,0.41396454,3046.372430185827,3095.359021542908,6630.568239194321,0.1186580126499613,-78.16869,65.98214,24.572762,25.650572,13.855446,3.6049933,16.228767,0.5959512,3.3283238,4.1623087,2.7124329,3.6502244,1.3981078,2.012231,-1.8059708,-3.9531126,-0.9486823,-1.0136801,-0.4652332,-0.7540629
blues.00043.au,blues,0.3990255,2155.6549226375464,2372.4036041416366,5012.019693002612,0.08716538373161764,-109.16536,100.6215,-8.61472,47.358475,-6.55596,39.613613,-8.518134,29.56467,-16.57596,13.165633,-24.209795,6.5857744,-8.64262,4.912258,-15.442803,1.5387509,-6.732474,1.4177746,-3.9617505,3.2874606
blues.00012.au,blues,0.26932004,1361.045467327888,1567.8045957296188,2739.6251005284926,0.06912392064144737,-207.20808,132.79918,-15.438985,60.98672,0.7258076,12.437826,1.1838363,-1.5407804,-17.888155,8.358495,-2.4520671,-0.6132485,0.38487777,2.6051273,-5.1889234,-9.527454,-9.244394,-2.8482733,-1.4187069,-5.9326067
blues.00026.au,blues,0.27848446,1198.6076653608018,1573.3089743924018,2478.3766802619484,0.051987591911764705,-284.81952,108.78563,9.131957,51.25902,18.111256,7.621316,8.781748,2.3724256,0.0117863985,2.2504168,4.200278,-3.3037343,1.6015606,2.660516,3.3234546,3.2589202,-4.551106,0.49384528,5.937065,3.2315443
blues.00077.au,blues,0.40887564,2206.7712464152564,2191.4735056963423,4657.388504075561,0.11152578064531733,-29.010986,104.53292,-30.974205,38.156387,-7.991166,30.888569,-20.597828,25.829105,-12.953564,16.941484,-12.265393,10.786453,-10.558812,6.877709,-10.294858,6.9678454,-10.256099,0.70501435,-6.0007215,1.348955
blues.00084.au,blues,0.39625832,2061.1507350613706,2085.1594475651855,4221.149475286619,0.11339689555921052,-38.96594,112.03983,-31.817036,38.240833,-6.3204136,23.331535,-18.778456,23.931795,-10.936108,13.2338505,-14.381296,13.327048,-10.921602,9.795614,-5.031277,7.200983,-6.754969,2.6636124,-4.38043,0.41405475
blues.00094.au,blues,0.3766867,1239.3372282343391,1659.4664703825,2517.6181096410605,0.05090785543246904,-206.27844,126.627464,10.585206,43.223164,12.501488,19.425001,0.35738304,12.738808,-4.5723295,4.0508165,-4.4139524,3.6594079,-1.4484805,-1.6951504,-7.157464,1.1711141,-6.221974,0.60070276,-1.605095,-0.528774
blues.00067.au,blues,0.3379222,2258.538418665696,2176.0311892897685,4755.429577901267,0.11276500217685759,-95.42442,101.36866,-20.682497,48.65547,-30.25864,20.802526,-18.303757,14.134917,-12.78758,13.4337015,-14.072367,7.723721,-19.224148,2.8563719,-9.809445,6.9117565,-11.303164,8.940704,-2.959639,-0.97542775
blues.00036.au,blues,0.23323035,1247.244815048787,1908.0527219040414,2620.5924869690884,0.03690378289473684,-200.22073,116.34518,18.060785,25.288818,0.31582585,24.176777,-22.223078,11.183145,-26.841911,-7.6436567,-24.872036,-12.0152855,-17.009241,-8.115376,-11.959013,-12.617976,-14.187779,-8.204475,-15.024768,-10.322151
blues.00002.au,blues,0.36360285,1552.4819582458863,1747.1659849613063,3040.514947755418,0.07630074799245357,-90.75439,140.4599,-29.109968,31.689013,-13.987036,25.754759,-13.649585,11.629271,-11.780589,9.706442,-13.123111,5.789265,-8.905224,-1.0837198,-9.218359,2.455806,-7.726901,-1.815723,-3.4334342,-2.2268214
blues.00053.au,blues,0.41250077,2171.221741738743,1954.3837849781357,4237.132711971507,0.13280229598006965,-76.71796,105.75352,-43.181755,60.945843,-8.758631,21.22708,-12.864846,18.603846,-11.384938,14.541765,-6.047971,12.726958,-9.36681,1.350859,-3.6099725,6.9976087,-4.0530076,-0.27142608,-3.696092,-0.50404125
blues.00073.au,blues,0.34186503,2094.919419623132,2158.335962881856,4482.4478952508225,0.10056968665344428,-30.09457,103.73229,-19.754238,56.40477,-12.710989,20.188002,-17.34038,16.292433,-18.439598,8.924174,-11.648017,11.213471,-8.84251,9.0903015,-3.5792515,4.3727145,-2.8308067,4.725089,0.485058,1.4759547
blues.00022.au,blues,0.30645087,1156.0704963820465,1497.6681759683631,2170.053544649768,0.05861340218653251,-233.86078,136.17024,3.289488,48.93119,8.699104,13.954753,5.359447,0.3813349,-13.490265,16.871767,5.1452575,-2.2505772,3.9591975,5.3225546,0.81202817,-1.1072007,-4.556555,-2.4364893,3.3169127,-0.6084851
blues.00080.au,blues,0.36815822,1827.148035708558,1898.7171236116085,3743.6190295145607,0.09403873597136223,-54.727688,119.4732,-34.84558,37.52879,-15.874042,22.068438,-14.655402,18.519848,-9.629924,11.256,-11.723005,11.535461,-6.421255,1.7880867,-5.8745685,0.37093905,-9.066487,-2.0212312,-5.4175196,0.024243511
blues.00016.au,blues,0.3043222,1455.0016722774692,1825.8854146063934,3009.856799807711,0.061350725014512386,-233.7636,120.67351,-3.1710851,39.540993,3.857456,18.84043,-3.691825,4.4318542,-14.978044,17.567648,1.840066,2.537329,-1.2404546,8.439245,-0.21069175,-3.9061184,-4.4787827,-0.012436125,1.2936134,-2.0847964
blues.00047.au,blues,0.3364544,2013.3824371007622,2310.3055156159326,4849.49567576311,0.07534497145897832,-149.95169,93.62948,6.3434553,71.51194,-8.107512,36.20725,-9.776672,17.639805,-21.115799,-0.13730818,-22.199282,5.430452,-7.4622703,-4.3358784,-12.40164,9.624599,-5.014184,-3.7041461,2.3425112,4.161077
blues.00057.au,blues,0.42428365,1886.683619275633,1913.2246226414609,3828.101851991825,0.08992387045278638,-92.74798,115.33953,-35.06427,57.861553,1.8450912,26.61661,-14.552453,22.133253,-8.2091465,11.01595,-5.643601,7.277173,-10.205973,1.3321749,-4.1058974,0.97830284,-6.5537868,-0.6825117,-2.1268265,-1.5182433
blues.00006.au,blues,0.29130802,1459.0784827344287,1388.91331165023,2795.6164286232583,0.07302790308146284,-190.14948,130.29695,-36.34414,33.01305,11.1069355,-0.6151584,-20.86201,0.2700911,-6.48976,-5.517093,-7.840328,-3.1256783,-6.593118,-9.942267,-6.5372233,-10.064754,-10.912171,-6.972478,-3.4490333,-6.49551
blues.00090.au,blues,0.37768775,1613.3157252262977,1972.202261498293,3470.4040149417087,0.058235853449109906,-177.49075,115.3461,9.9698715,54.051327,7.6169353,28.314299,-9.058338,20.055258,-15.045015,6.224082,-5.6898184,1.3842428,-5.8372355,5.016452,-0.7486125,5.065469,-5.0848794,-2.795499,2.4355237,-5.375209
blues.00032.au,blues,0.27631718,1309.4245640139252,1882.9193674570274,2764.099952532411,0.03939318583107585,-288.80173,105.89962,18.79132,23.688488,5.705111,25.549154,-13.467205,12.424733,-11.943818,1.5754987,-15.636262,-6.665247,-11.718801,-2.9523385,-7.3804994,-15.693589,-10.958548,-10.877396,-18.504187,-19.11074
blues.00063.au,blues,0.33023754,2839.4531193329985,2444.1440114924962,5711.257131476152,0.15435583155959753,-129.08626,72.10388,-7.7492743,49.25197,-32.711506,21.597784,-27.363317,14.991898,-10.247072,12.42476,-17.030218,7.1063924,-18.009485,2.922716,-14.476794,4.054748,-14.530604,7.2533545,-8.201505,-2.0060356
blues.00072.au,blues,0.30692828,2595.5380060987645,2519.2961185904483,5660.407438957285,0.12924562814434984,-118.66524,87.60096,6.5634136,45.09428,-38.90345,20.815968,-26.85299,13.79171,-17.23416,5.104991,-15.705422,3.9784129,-27.542307,3.0504885,-15.946974,10.86856,-12.646967,2.8207479,-13.337094,-4.375539
blues.00023.au,blues,0.2807143,1210.19791701055,1497.8228092446402,2522.1014158644543,0.052482675841718264,-227.26479,137.76237,-14.50046,63.556877,5.6266975,11.961589,1.9062202,-1.8807667,-7.6091137,-2.4705942,-2.8841462,-9.432815,-10.916914,3.5694356,4.1395826,0.092947416,-2.9729273,-1.3769397,7.5504985,-3.0325186
blues.00081.au,blues,0.3802602,2116.9429590051586,1956.611056223321,4196.10796004257,0.12727247303115324,-26.929785,107.334015,-46.80999,40.932632,-21.463776,24.816273,-18.945572,15.253459,-15.050104,12.262822,-15.234052,14.336612,-13.821767,7.562789,-6.181373,0.33016542,-6.829571,0.96592236,-7.570825,2.9189868
blues.00017.au,blues,0.3020963,1088.6981660809788,1410.9479544080637,2134.41209350208,0.04832397083010836,-245.75644,140.48592,-2.7647712,60.436207,18.937946,9.833541,3.5638893,0.53268576,-16.37224,6.6300793,7.268408,-4.0088925,1.6082537,5.8993783,-3.0227852,-4.7729893,-3.0257866,-1.9939384,-0.055458944,-3.9753497
blues.00046.au,blues,0.3878512,1912.5068813177224,2361.474653231124,4776.86278163095,0.05842595056114551,-182.63828,90.676796,14.119084,67.54983,2.693214,38.430527,-8.410898,24.127445,-13.781991,4.8359966,-16.682032,5.8117085,-5.1495333,0.19298384,-14.4807625,6.8628836,-4.442362,-2.9868884,-4.816248,5.400325
blues.00056.au,blues,0.3910586,1811.0760835832946,2052.3325634591984,3927.8095824061534,0.07547951335139319,-145.43457,102.82902,-12.517674,56.99347,2.2713487,26.591398,-4.2748013,17.338806,-7.985591,15.235424,-6.934599,7.4572163,-10.470443,-2.3604844,-6.7836227,2.6711338,-4.760879,-0.9490048,0.024832474,-2.0053146
blues.00007.au,blues,0.30792105,1451.7541466600426,1577.369916630921,2955.348796076819,0.06143500266060371,-179.39543,136.45924,-26.656359,39.988026,5.2896767,10.924428,-20.56189,8.513765,-11.356909,-3.4690773,-8.414556,-6.9548264,-3.544536,-8.051242,-8.959537,-8.424336,-10.558884,-10.788157,-4.6937485,-8.638613
blues.00091.au,blues,0.42192185,991.1644174915211,1396.5236857962007,1943.1215835429566,0.03605269204721362,-236.361,161.69742,-1.1359419,27.271116,9.595983,20.604881,0.24190274,13.7905655,-0.49592632,10.182137,-4.4528527,5.5094457,-3.7133255,-0.895497,-4.9008,-2.8668244,-3.7613409,-3.3457072,-2.4103498,-3.780145
blues.00033.au,blues,0.26066875,1430.5820034726314,2075.6023434985827,3246.730367465654,0.04196988982681889,-239.01091,108.66921,34.14935,30.242792,-0.4709966,27.296515,-21.389084,14.155845,-24.50563,-1.8768201,-28.052265,-11.258264,-16.4841,-7.6363573,-12.79629,-15.352031,-13.732282,-7.400161,-10.083954,-13.285141
blues.00062.au,blues,0.31178042,2279.895452717578,2119.7260567369494,4732.338050865906,0.11714895148026316,-144.96793,95.72648,-21.598646,49.625744,-29.884745,29.353168,-18.844486,17.87758,-9.666899,5.5058784,-9.546327,6.3651776,-21.083878,2.4527621,-9.533539,-1.4226508,-9.327805,5.1367497,-8.103219,-2.4450276
blues.00042.au,blues,0.37751907,2302.1130472489945,2367.695874713366,5188.551958869485,0.09786448759191177,-159.54498,69.7796,-4.3964195,76.85395,3.9205282,45.173176,-4.866254,32.201977,-9.796957,7.8119044,-21.827597,9.68371,-2.5891242,3.3073053,-14.966981,10.23581,-4.084133,-5.8501844,-2.4742339,6.650418
blues.00013.au,blues,0.26461586,1324.3043562121868,1827.7375353762993,2710.033612797504,0.051417300575657895,-209.78926,124.45844,10.310378,47.018005,6.510236,15.40545,-1.992711,6.7174063,-21.554195,10.721717,-5.5249667,-2.205934,-3.038193,8.645517,-0.30423063,-0.63774246,-2.939885,-1.7059216,-1.76959,-7.7629576
blues.00027.au,blues,0.28872102,1391.3677095560415,1494.8924390357815,2811.108001614503,0.07235897288602941,-228.228,130.35355,-23.297619,70.17367,1.1370587,7.6097183,0.9150071,1.9893202,-6.1612906,-9.390744,-2.5661435,-4.523861,-0.2667346,0.18110245,-1.5130574,1.4609511,-6.976431,-8.318999,4.2410064,0.97968155
blues.00076.au,blues,0.3655753,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306,74.43028,-18.692438,56.323868,-3.9396875,31.971836,-16.459637,22.4094,-12.257829,27.216745,-9.233178,7.7924986,-10.561926,6.9469557,-9.127866,13.020091,-9.854002,3.6894596,-4.947726,4.4260654
blues.00085.au,blues,0.31536293,1312.3081994305708,1673.9156134044708,2638.117380998452,0.059416496347716716,-180.1236,131.42027,0.56618744,43.152924,14.135186,25.628553,-5.3130803,12.04029,-13.53684,-1.0909932,-7.605675,2.7180545,0.77258813,1.9975884,-6.0938582,3.4840424,-8.341478,3.2046487,-0.92694366,-2.2436864
blues.00095.au,blues,0.3699725,1388.39474862631,1772.8543804625162,2754.525010430776,0.05714742465654025,-130.55396,139.9771,-1.2691467,39.32365,-6.3518066,19.769089,-11.213042,27.246105,-16.532665,7.0314035,-1.1971619,1.6117576,-6.628306,4.9522405,-1.6333263,0.9566599,-4.8407574,-5.9669547,-2.782187,-6.4940014
blues.00066.au,blues,0.37470973,2340.432873382551,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174,97.43028,-13.880191,48.966755,-22.582243,27.75397,-20.228647,18.630768,-14.642883,8.473099,-16.644655,10.998191,-13.8618,9.735367,-5.0894876,2.6346378,-9.883816,6.1590586,-7.682608,-4.852479
blues.00037.au,blues,0.2486274,1188.1683365997978,1682.8601504411129,2339.635852542086,0.04816032858455882,-328.6738,102.69687,19.876062,26.731255,7.158256,22.716642,-6.956797,12.804352,-10.708749,-0.4193489,-12.363976,-8.897177,-9.238519,-9.109326,-9.003836,-7.6407657,-7.1909156,-9.368476,-4.47006,-3.6888003
blues.00003.au,blues,0.40477902,1070.1199533246042,1596.3339477626823,2185.028454098539,0.03330894446594427,-199.43115,150.09921,5.647593,26.871927,1.7544616,14.238345,-4.8308825,9.297966,-0.75774163,8.149013,-3.196314,6.0876765,-2.4764209,-1.0738901,-2.8747778,0.7809771,-3.3169324,0.63798165,-0.61969,-3.4082334
blues.00052.au,blues,0.33907548,1443.2652853188051,1670.3699185470539,3069.356440021527,0.06719384916795666,-225.26973,117.6459,-14.543757,64.80435,12.927466,19.029963,10.684547,9.884662,-2.385688,11.688362,1.542959,3.0501547,-7.6301556,-8.957813,-4.3525944,-0.062078185,-2.5542188,-3.437579,-3.8665748,1.3165148
blues.00049.au,blues,0.27748352,1318.6568216818673,1904.761177180383,3046.6815771333204,0.03997292533378483,-255.96577,110.823044,21.505215,67.57123,4.2998033,43.105457,-4.507725,10.423533,-8.694326,1.6581496,-20.593155,-2.4429288,-7.1308646,-11.163918,-12.609408,2.7420099,-8.948849,-7.9407277,-2.3441567,-0.7056058
blues.00018.au,blues,0.2699293,1537.6571825463043,2054.7791131062218,3495.653862259336,0.056131935710139316,-252.53398,104.92749,15.353578,42.656635,6.778399,21.618893,-1.299683,5.6843686,-16.614656,12.166093,-1.9533079,1.9605573,-0.88143474,7.778603,2.3902543,1.7741406,1.3393173,3.6306992,4.9108605,-2.651944
blues.00008.au,blues,0.40903714,1719.2131626636947,2031.6438835817444,3781.318801549197,0.06402757957623839,-121.36102,122.51311,-14.74213,46.143444,-8.165333,20.176525,-19.172476,23.055616,-11.8305025,21.17701,-6.72119,7.010945,-12.741831,5.066004,-5.1754775,-1.4440242,-7.0370693,2.6974516,3.4098086,-2.6983528
blues.00059.au,blues,0.4059614,2235.9069514425432,2100.004334807409,4390.031787411716,0.14228825524864552,-86.2253,91.94845,-23.408659,68.25329,-3.8958728,22.745262,-9.899613,16.895977,-11.397531,18.431677,-7.0152636,10.771054,-11.938685,1.0058143,-5.923496,5.3181653,-6.140526,1.9489908,-5.1027546,-0.66624826
blues.00079.au,blues,0.4214945,2443.2982076738163,2358.4432925483347,5267.60148086784,0.12473545133513932,-3.5280437,92.914314,-25.110401,45.177696,-10.861859,31.854362,-18.049332,28.619509,-10.224033,14.666932,-14.8997135,14.742994,-15.600666,9.548171,-14.788736,2.0678563,-13.821132,3.5636168,-5.9659944,-1.6499976
blues.00028.au,blues,0.2759743,1115.7291159941324,1398.9547036551962,2290.444483328899,0.04802843217879257,-248.96767,139.03845,-16.249239,57.098114,20.196358,10.160563,4.5801764,0.339815,-7.8678823,-3.4663062,-2.6406288,-2.844094,-0.89332545,-2.4016511,2.5727208,-5.8739614,-12.408275,-7.301892,-0.9324048,-2.6992729
blues.00038.au,blues,0.26588318,1513.4221069919365,2140.606778903437,3449.6791402621902,0.044378038530379256,-192.66718,111.190765,21.372723,26.398338,-0.6461221,23.486736,-25.46455,16.937733,-16.977055,5.7886353,-25.730206,-5.044727,-17.63182,-7.9216876,-15.152404,-12.3425455,-17.227766,-7.771727,-13.03396,-17.94575
blues.00069.au,blues,0.29188442,2371.099277792781,2209.699345771831,5004.1114074895995,0.12514096664570434,-121.40884,96.10608,-19.613256,48.011654,-38.798702,24.746748,-32.933586,8.099362,-17.798166,6.109449,-19.986544,6.793616,-19.333881,-0.11444697,-12.250432,-4.9274383,-10.40958,-2.0495656,-1.7682108,-3.9621587
blues.00078.au,blues,0.41418847,2333.6851078010827,2227.425608826533,4942.811778160071,0.12386319659442724,-2.5243385,101.252716,-33.924385,41.516888,-13.804996,31.91987,-21.86482,24.45844,-15.8809805,15.789354,-14.366657,12.506609,-13.368823,6.1128173,-9.06589,5.033774,-11.3302765,3.1665344,-4.567591,-4.0336227
blues.00029.au,blues,0.28045645,1649.2937714648365,2190.2483057567983,3761.42725516399,0.05292636174535604,-233.72461,101.1836,17.65027,23.734356,2.0793705,25.940294,-16.96771,15.094174,-22.27879,4.4005084,-23.201637,-6.046126,-5.065352,1.073173,-5.7804923,-8.305594,-11.386346,-6.7253156,-10.027706,-14.035268
blues.00039.au,blues,0.25532076,1151.340440952378,1709.1939375520087,2312.577682825803,0.03533878857875387,-301.68628,111.53921,21.895657,16.14559,8.19159,22.085964,-8.613637,1.4919229,-17.074518,-8.337534,-17.011286,-10.572881,-15.687017,-12.598773,-12.245661,-14.543065,-10.092299,-5.7802854,-7.776048,-7.1866426
blues.00068.au,blues,0.2899323,2513.716817329612,2345.23061418645,5247.443269428454,0.13514619715073528,-113.16776,88.709335,-8.925343,49.48749,-34.580006,15.865089,-17.744377,14.7141,-11.207615,15.366565,-15.081731,8.748788,-18.6309,5.474217,-9.26743,8.017963,-9.5520735,5.8735943,-4.402835,3.6153486
blues.00048.au,blues,0.3794277,2148.786199092123,2204.5740644585107,4673.6634056634575,0.09881232766544118,-106.31103,102.63095,-20.155123,59.360367,-9.954543,33.689182,-14.170398,23.509998,-13.314066,16.014284,-18.91698,7.8213625,-7.7881207,4.0478344,-11.340939,2.0602176,-5.7394247,0.46425647,-1.9090883,-3.1283083
blues.00019.au,blues,0.25725934,1195.4116396780205,1481.284258844949,2234.878152664232,0.05887114817143963,-236.66534,138.40906,-4.9034615,47.624584,5.179255,8.879488,0.5071057,-3.818274,-14.977521,10.420425,-0.35118183,0.77782947,1.7773063,4.2354226,-0.4633507,-6.1056924,-5.3823814,-1.3375854,-3.719717,-4.353154
blues.00009.au,blues,0.27400923,1817.5163862399393,1973.7390701415943,3944.451148443547,0.0792153184258901,-213.1808,115.152794,-11.716267,39.02947,-20.352757,13.082405,-9.173482,9.016149,-14.097915,4.278178,-6.039595,3.7847714,0.22566757,-5.1136374,-0.4130642,-1.184537,-1.9207147,-2.2937276,2.891266,-4.2332044
blues.00058.au,blues,0.35658816,2068.3711246841767,2033.9300469624955,4231.499412701964,0.10437162889415634,-95.43603,105.2167,-26.95301,60.830864,-4.828223,21.53847,-13.514778,12.122107,-20.233633,12.138657,-5.2270184,10.262574,-9.438187,3.8675337,-10.187452,3.5880928,-3.100752,0.19459699,0.84287196,-3.4165764
blues.00088.au,blues,0.3779773,1006.7589621973704,1530.4370614843642,2074.679121365857,0.03206556574109907,-194.25453,151.85715,-1.1972696,39.19806,16.581612,18.257576,-1.3966677,14.883665,-11.617613,2.4517088,-5.080099,3.9460185,-0.90044993,0.63845587,-8.354743,-7.5158043,-8.049329,-5.410957,-2.535688,0.12851217
blues.00098.au,blues,0.4429723,2310.2806040279643,2206.7109355032644,4829.320797757837,0.12842590520994582,-90.67749,100.09313,-23.916267,52.581123,-20.916391,31.494152,-11.203328,20.085384,-10.909221,17.556229,-14.0925255,12.988067,-11.415391,2.906069,-12.012915,4.8225856,-11.156673,1.1592114,-3.913956,3.2504275
blues.00089.au,blues,0.3485535,798.2661855621578,1285.2012403870258,1453.8828752358263,0.025639678671633127,-347.01694,139.2705,24.17442,22.193823,18.695711,11.665297,9.036069,6.951592,-2.015199,5.426169,1.6759136,-2.3495831,3.1972947,0.6887283,-3.0915883,-2.107178,-2.2133183,-4.5779624,-4.7268224,0.06600272
blues.00099.au,blues,0.37027863,1538.8173375009883,1703.507382291485,3175.272466228473,0.07479924535603716,-177.16586,136.22159,-26.915182,36.37629,-18.760828,20.909632,-1.7780923,3.0130115,-5.600873,5.638468,-8.117091,5.642528,-10.790227,-2.4162638,-6.94361,-2.5072377,-5.2036424,-3.4076605,-3.246502,-2.6818206
blues.00082.au,blues,0.3388961,2141.4616556443507,2168.0155600412095,4627.997015135207,0.10515129160216719,-29.362093,108.667946,-25.573164,38.42947,-18.32509,21.781094,-25.161655,22.387049,-17.604126,14.660118,-12.0785055,5.456504,-7.6877117,7.4105983,-11.319177,7.229288,-9.466552,1.930059,-6.3284755,-1.3048126
